event_type,crowd_size,duration_hours,risk_level,impact_score
vehicle_breakdown,97,0.9449457973050494,Low,3.04
vehicle_breakdown,105,0.8323584317558699,Low,2.94
construction,523,6.202935465654944,Medium,15.73
vehicle_breakdown,119,1.1497186337185545,Low,7.27
tree_fall,762,1.78670152734937,Medium,11.55
vehicle_breakdown,104,0.9744334689099103,Low,7.08
tree_fall,1002,2.16375706732565,Low,7.17
pot_holes,92,0.9950280502442924,Low,8.09
congestion,1304,1.8904108179904158,Medium,13.19
others,1268,2.1323259434239574,Medium,12.4
tree_fall,988,1.6761355615753164,Medium,11.66
vehicle_breakdown,91,1.0088185532712175,Low,7.1
vehicle_breakdown,120,0.8592679629396986,Low,2.98
road_conditions,813,1.7647833871071492,Low,6.58
others,1237,2.0786946103712904,Low,7.32
vehicle_breakdown,84,0.8868415429162804,Low,6.97
vehicle_breakdown,105,1.151129046149625,Low,7.26
vehicle_breakdown,109,1.1001732228056382,Low,7.21
vehicle_breakdown,111,0.9882038734918791,Low,7.1
vehicle_breakdown,70,1.1890560777371355,Low,7.26
vehicle_breakdown,87,1.0081726613244584,Low,7.1
vehicle_breakdown,90,1.0560940035741984,Low,7.15
vehicle_breakdown,81,0.8017214605336003,Low,2.88
vehicle_breakdown,88,1.1332736579402023,Low,3.22
vehicle_breakdown,111,1.1834227875283423,Low,3.29
water_logging,590,3.200820185202668,Medium,11.79
accident,962,1.6519847266430854,Medium,12.61
congestion,1498,1.9215885742163963,Medium,13.42
vehicle_breakdown,72,1.0730784362552752,Low,7.15
vehicle_breakdown,121,0.8937627750723952,Low,7.01
vehicle_breakdown,76,1.0535672995730772,Low,7.13
vehicle_breakdown,74,1.0056033414898664,Low,7.08
water_logging,788,4.483174030943207,Low,9.27
vehicle_breakdown,71,0.8317577450320318,Low,2.9
pot_holes,98,1.1511230565418253,Low,7.25
construction,595,5.754302660575915,Medium,14.35
others,949,2.1867131133587594,Low,7.14
construction,590,5.038562196827661,Medium,14.63
others,967,1.6120346716482858,Low,6.58
vehicle_breakdown,96,1.0136821688287234,Low,7.11
accident,997,2.0883809293313687,High,18.09
vehicle_breakdown,117,0.8944250723761219,Low,3.01
others,1239,1.7248041243836318,Low,6.96
others,1018,1.8807129553085469,Low,6.9
others,1287,2.2579931881271076,Low,7.54
vehicle_breakdown,84,0.8568084101944745,Low,2.94
vehicle_breakdown,126,0.958106829475517,Low,3.08
others,1220,2.189194458114141,Low,7.41
vehicle_breakdown,99,0.9487987396810187,Low,7.05
vehicle_breakdown,104,0.8613672412746041,Low,6.97
accident,929,2.0261210395457407,Medium,12.96
others,939,1.9242822885947508,Medium,10.86
vehicle_breakdown,77,0.9852178339858857,Low,7.06
others,802,2.220057210414545,Medium,11.02
vehicle_breakdown,74,1.0421266077755502,Low,7.12
vehicle_breakdown,85,0.9972796445239656,Low,3.08
vehicle_breakdown,117,1.0473972123380637,Low,7.16
pot_holes,102,0.8090408000002576,Low,2.91
others,838,2.1000095011973907,Medium,10.94
vehicle_breakdown,126,0.9162334672591853,Low,7.04
vehicle_breakdown,114,1.157193887048542,Low,3.27
construction,449,6.771080084092274,Medium,15.22
vehicle_breakdown,88,0.8623826517110043,Low,2.95
vehicle_breakdown,83,0.9443223878677579,Low,7.03
others,1012,1.6960852238206545,Low,6.71
pot_holes,125,1.0079364563933493,Low,3.13
others,1151,2.278676777052471,Low,7.43
vehicle_breakdown,92,1.1824295752261138,Medium,12.27
vehicle_breakdown,73,1.1364763197920849,Low,7.21
water_logging,710,3.4755667204755025,Low,8.19
vehicle_breakdown,71,1.1111975854603828,Low,7.18
vehicle_breakdown,83,0.9070628820410224,Low,6.99
vehicle_breakdown,92,0.811201580487592,Low,6.9
vehicle_breakdown,75,0.9842489982271799,Low,7.06
others,1243,1.6907071803257654,Low,6.93
vehicle_breakdown,79,1.0032267780665174,Low,3.08
vehicle_breakdown,76,1.0754023468035088,Low,3.15
accident,929,1.7117795610854585,Low,8.64
vehicle_breakdown,95,0.9506194887019104,Low,7.05
vehicle_breakdown,80,1.0944886221661456,Low,7.17
pot_holes,85,0.916250979620326,Low,3.0
others,1129,1.7143254393215255,High,15.84
vehicle_breakdown,76,1.04311053296483,Low,7.12
congestion,1261,1.9924236650666676,Low,9.25
vehicle_breakdown,111,0.8305826865858954,Low,6.94
vehicle_breakdown,102,0.9717419892327582,Low,7.07
construction,608,4.8025760495485175,Medium,13.41
vehicle_breakdown,124,0.8851009997239366,Low,7.01
vehicle_breakdown,78,0.8274493965075375,Low,2.91
vehicle_breakdown,118,0.9628209535902565,Low,7.08
vehicle_breakdown,124,0.8523958872698223,Low,6.98
vehicle_breakdown,89,0.8279497340862881,Low,6.92
vehicle_breakdown,129,1.085826724041271,Low,3.21
vehicle_breakdown,114,0.9025414253367813,Low,7.02
others,934,1.62255102773211,Low,6.56
water_logging,568,3.3905993806876777,Low,7.96
vehicle_breakdown,78,1.0374974052029504,Low,7.12
tree_fall,1190,1.8785754689814078,Low,7.07
vehicle_breakdown,124,0.8149093957060161,Low,6.94
vehicle_breakdown,107,0.8386732126942285,Low,6.95
congestion,921,1.7376930502821177,Medium,12.66
vehicle_breakdown,91,1.066857264058941,Low,7.16
vehicle_breakdown,80,1.150963074247951,Low,7.23
vehicle_breakdown,105,0.9830249066923697,Low,7.09
construction,428,7.180980363955984,Medium,16.61
vehicle_breakdown,93,1.1001506246077388,Low,7.19
accident,781,1.7876833762488165,Medium,12.57
vehicle_breakdown,129,1.1873338960504496,Low,7.32
vehicle_breakdown,84,1.089339432896364,Low,7.17
tree_fall,777,2.360141209394996,Medium,11.14
procession,8405,7.088242978219984,Medium,23.49
vehicle_breakdown,95,1.1768458665264894,Low,7.27
vehicle_breakdown,72,1.0771819883408613,Low,7.15
vehicle_breakdown,117,1.044050389576605,Low,3.16
vehicle_breakdown,79,1.0816962789378877,Low,7.16
vehicle_breakdown,124,1.1233659231650646,Low,7.25
others,949,1.73775568160153,High,15.69
others,1284,2.1131471224609837,Low,7.4
vehicle_breakdown,106,0.882598807312632,Low,6.99
vehicle_breakdown,125,0.8987120588467187,Low,7.02
vehicle_breakdown,91,0.8771465882743563,Low,6.97
others,1160,2.159834057441169,Medium,11.32
vehicle_breakdown,117,0.9443253645085316,Low,7.06
vehicle_breakdown,102,0.8699167319066462,Low,6.97
construction,463,6.519995410448621,Medium,14.98
water_logging,769,4.026292709477573,Medium,12.8
vehicle_breakdown,118,0.8813505525140797,Low,3.0
protest,7463,6.170963819514236,High,28.63
vehicle_breakdown,115,1.0140460415266894,Low,7.13
vehicle_breakdown,97,1.0397988292272737,Low,3.14
vehicle_breakdown,101,0.944903502046835,Low,3.05
vehicle_breakdown,72,1.1041124623475023,Low,3.18
vehicle_breakdown,112,0.8726367598539596,Low,6.98
vehicle_breakdown,75,0.9772018318285307,Low,7.05
vehicle_breakdown,71,0.9341965684172373,Low,7.01
vehicle_breakdown,97,0.9168854449618529,Low,7.01
vehicle_breakdown,104,0.8180132394639645,Low,2.92
tree_fall,950,2.0917960078796063,Low,7.04
accident,598,1.7281670161251048,Medium,12.33
vehicle_breakdown,76,0.8675818353684643,Low,2.94
others,754,1.8866357779963234,Medium,10.64
vehicle_breakdown,74,1.139757604358008,Low,3.21
others,1007,2.367522765391091,Medium,11.37
road_conditions,726,1.8081438717909404,Low,6.53
vehicle_breakdown,85,1.1877263686959671,Low,7.27
vehicle_breakdown,125,1.169180228528724,Low,7.29
others,1234,1.7238982240604945,Medium,10.96
vehicle_breakdown,82,0.855302233026178,Low,6.94
vehicle_breakdown,72,1.022988056173158,Low,3.09
vehicle_breakdown,84,0.9419322667439021,Low,7.03
vehicle_breakdown,101,0.9074002616350388,Low,7.01
vehicle_breakdown,77,0.9588007797148852,Low,3.04
vehicle_breakdown,105,0.8099008465855294,Low,2.91
accident,745,1.9835617579388582,Low,8.73
vehicle_breakdown,106,0.8510047520489817,Low,2.96
vehicle_breakdown,101,1.1478423262515771,Low,7.25
vehicle_breakdown,82,0.8379874302512017,Low,2.92
vehicle_breakdown,87,1.1082995698478908,Low,7.2
vehicle_breakdown,115,1.0773471528437009,Low,7.19
vehicle_breakdown,121,1.1355655080768576,Low,3.26
vehicle_breakdown,115,0.96879508094381,Low,7.08
construction,458,6.427605976763328,High,19.89
vehicle_breakdown,83,0.9352969223709008,Low,7.02
vehicle_breakdown,129,0.9542459107407348,Low,7.08
pot_holes,79,1.042750952372017,Low,3.12
vehicle_breakdown,87,1.0484785736550453,Low,3.14
vehicle_breakdown,85,0.9335125865250257,Low,7.02
vehicle_breakdown,120,1.1741885278035964,Low,7.29
vehicle_breakdown,87,1.1060161952694494,Low,7.19
vehicle_breakdown,93,1.0091345482678737,Low,7.1
tree_fall,780,2.264319499385514,Medium,12.04
water_logging,661,4.018746455096448,Low,8.68
tree_fall,1059,2.340372221030216,Medium,12.4
pot_holes,107,1.168170358560719,Low,7.28
water_logging,713,4.218957017851334,Low,8.93
construction,367,4.866489068573289,Low,9.23
water_logging,832,4.686506974021429,High,18.52
water_logging,529,3.9701662594314726,Low,8.5
pot_holes,95,1.0958136247615837,Low,7.19
others,1023,2.287989777041659,Medium,11.31
vehicle_breakdown,74,0.9029541181066926,Low,2.98
tree_fall,1178,1.7407848191885185,Medium,11.92
public_event,5641,5.540404180668547,High,24.18
vehicle_breakdown,94,0.8693276912279984,Low,2.96
vehicle_breakdown,82,1.1640476630104248,Low,3.25
vehicle_breakdown,119,0.9106282571080357,Low,3.03
public_event,4326,5.9387526615059265,High,23.26
vehicle_breakdown,98,0.9859374944008675,Low,3.08
public_event,5706,5.426269178653124,High,23.13
water_logging,497,4.174066018802826,Medium,12.67
water_logging,829,4.692369169956112,Medium,13.52
vehicle_breakdown,82,0.8563692504303368,Low,7.94
water_logging,781,3.5881870240512,Medium,12.37
others,1211,2.1035384966597612,Medium,12.31
vehicle_breakdown,73,0.9315605475375777,Low,3.0
vehicle_breakdown,94,1.0934500350502716,Low,3.19
vehicle_breakdown,129,1.1748093574347274,Low,7.3
vehicle_breakdown,92,1.191712873124954,Low,7.28
water_logging,756,3.752476184215032,Medium,12.51
vehicle_breakdown,121,1.0727471506318569,Low,7.19
water_logging,758,4.670883968562139,Low,9.43
vehicle_breakdown,121,1.1365347272047963,Low,7.26
water_logging,606,3.486885674244632,Low,8.09
tree_fall,1062,1.7729106689664909,Medium,11.83
water_logging,613,3.488445667303058,Low,8.1
water_logging,694,3.54095329800944,Low,8.23
tree_fall,753,2.3604287294901423,Medium,11.11
vehicle_breakdown,114,0.8712523880404913,Low,6.99
vehicle_breakdown,96,0.8000165155902256,Low,2.9
vehicle_breakdown,120,1.0292942805671024,Low,3.15
accident,1017,2.2256559698547456,Medium,13.24
vehicle_breakdown,90,0.8694539070736366,Low,6.96
water_logging,562,3.203286425886378,Medium,11.77
vehicle_breakdown,101,1.1038221295482336,Low,7.2
water_logging,814,3.5285454016406486,Medium,12.34
vehicle_breakdown,99,1.1060947144868503,Low,7.21
vehicle_breakdown,125,0.855910345391167,Low,2.98
procession,8807,6.026056911139456,High,27.83
vehicle_breakdown,70,1.174297265880914,Low,7.24
vehicle_breakdown,110,1.1619322596427675,Low,7.27
vehicle_breakdown,100,0.9725857863385666,Low,7.07
others,925,1.6029854795072844,Medium,10.53
others,988,2.3763216884898037,Medium,11.36
vehicle_breakdown,99,0.8799918097789057,Low,6.98
congestion,1194,2.0391577584178138,Low,9.23
vehicle_breakdown,123,1.1142036568448053,Low,7.24
water_logging,533,4.433636598616977,Low,8.97
procession,6850,6.205487824751595,Medium,21.06
vehicle_breakdown,104,0.99352240123159,Low,7.1
water_logging,763,3.7096470944916535,Low,8.47
vehicle_breakdown,108,1.1841389817518229,Low,7.29
water_logging,720,3.9522639825667154,Low,8.67
vehicle_breakdown,78,0.8404746996190686,Low,6.92
vehicle_breakdown,76,1.0317185291973383,Low,7.11
water_logging,845,3.8416709934440325,Medium,12.69
vehicle_breakdown,84,0.9740506201261774,Low,7.06
accident,769,1.747527415758892,Low,8.52
vehicle_breakdown,96,0.9202568559703203,Low,7.02
vehicle_breakdown,71,0.8124627945654066,Low,6.88
construction,623,5.554101786852612,High,19.18
pot_holes,70,1.044208450948049,Low,7.11
tree_fall,885,1.7112399998322314,Medium,10.6
water_logging,502,4.603096432872071,Medium,13.11
water_logging,544,3.4744582195703737,Medium,12.02
vehicle_breakdown,78,1.160687187096947,Low,7.24
water_logging,539,4.223105870085655,Low,8.76
accident,861,2.0895221894197022,Medium,12.95
tree_fall,1015,1.8264878817852586,Medium,11.84
water_logging,596,3.5850904675475217,Medium,13.18
vehicle_breakdown,78,0.8393780392936648,Low,6.92
vehicle_breakdown,89,1.0923843877082433,Low,7.18
public_event,6257,5.152283248365011,Critical,28.41
vehicle_breakdown,126,1.0185905449929045,Low,7.14
congestion,845,2.2767666869040446,Medium,13.12
others,1222,1.9278009244166916,Medium,11.15
water_logging,612,3.2819186174635777,Medium,11.89
construction,433,6.0605715652843255,Medium,14.49
vehicle_breakdown,111,1.0777400393500827,Low,3.19
construction,383,6.2316278573171955,Medium,14.61
vehicle_breakdown,98,1.1873460953166455,Low,7.29
vehicle_breakdown,83,0.9239808855824441,Low,7.01
vehicle_breakdown,106,0.9777684362499627,Low,7.08
others,953,1.997858985048006,Low,6.95
vehicle_breakdown,86,1.06523574638424,Low,7.15
tree_fall,1213,2.212469438821927,Medium,11.43
accident,762,1.869440212320796,Medium,12.63
vehicle_breakdown,71,1.1932570443093442,Low,7.26
construction,475,5.748784433444715,High,19.22
tree_fall,821,2.3249800312923283,Low,7.15
vehicle_breakdown,124,0.9616593825480124,Low,7.09
pot_holes,98,1.0427621477292526,Low,3.14
road_conditions,748,1.8730065642108154,High,15.62
vehicle_breakdown,90,0.88390555889602,Low,2.97
others,1269,2.1643402775201257,Medium,11.43
tree_fall,1225,2.3287296412396086,Low,7.55
vehicle_breakdown,86,1.0149432786868542,Low,7.1
tree_fall,1164,2.199076665628827,Low,7.36
tree_fall,791,1.6371083705866238,Medium,11.43
tree_fall,994,2.109142001340072,Low,7.1
water_logging,585,4.18979393805408,Low,8.77
vehicle_breakdown,75,0.9502688632034848,Low,3.03
pot_holes,93,1.148455576002291,Low,7.24
others,1094,1.8249190720157515,Low,6.92
water_logging,571,4.518765941039137,Medium,13.09
vehicle_breakdown,100,1.0953558370860486,Low,7.2
vehicle_breakdown,81,1.1141732370741735,Low,7.2
vehicle_breakdown,80,0.9708096857876963,Low,7.05
vehicle_breakdown,86,0.9143300071549404,Low,7.0
vehicle_breakdown,95,0.9258693552775271,Low,7.02
vehicle_breakdown,117,1.030970348892621,Low,7.15
vehicle_breakdown,83,0.8006039175280328,Low,6.88
tree_fall,1013,1.701715241080095,Low,6.71
water_logging,902,4.663365557150748,Medium,13.57
vehicle_breakdown,78,1.0686621417358515,Low,7.15
vehicle_breakdown,73,0.881944438640966,Low,6.95
vehicle_breakdown,106,0.9936658314171126,Low,7.1
others,1082,2.0294855102154488,Low,7.11
others,1170,2.092838824491709,Medium,11.26
vehicle_breakdown,86,0.8048340977725849,Low,6.89
